epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
81,8215.91,0.20068,0.41539,0.13775,0.31399,0.29428,0.31097,0.25555,0.31858,0.63252,0.3645,5.616e-05,5.616e-05,5.616e-05
82,8318.41,0.18983,0.379,0.10938,0.31607,0.29428,0.31357,0.26346,0.32,0.62938,0.36279,5.3487e-05,5.3487e-05,5.3487e-05
83,8420.99,0.18309,0.42262,0.11924,0.3162,0.29428,0.3109,0.26757,0.31659,0.63063,0.36108,5.0814e-05,5.0814e-05,5.0814e-05
84,8524.54,0.19071,0.43241,0.13088,0.31705,0.28651,0.31129,0.26347,0.32106,0.63002,0.36377,4.8141e-05,4.8141e-05,4.8141e-05
85,8631.14,0.1706,0.42719,0.11067,0.31673,0.28805,0.3115,0.26709,0.31933,0.63466,0.35596,4.5468e-05,4.5468e-05,4.5468e-05
86,8732.11,0.18296,0.42841,0.13803,0.3172,0.28847,0.31161,0.26389,0.31651,0.63618,0.35596,4.2795e-05,4.2795e-05,4.2795e-05
87,8834.77,0.17824,0.36845,0.11782,0.31976,0.29229,0.31186,0.26608,0.31644,0.63567,0.35522,4.0122e-05,4.0122e-05,4.0122e-05
88,8937.05,0.18495,0.37844,0.12669,0.43041,0.29385,0.31034,0.26924,0.30877,0.64687,0.34692,3.7449e-05,3.7449e-05,3.7449e-05
89,9036.69,0.17926,0.40742,0.11855,0.42189,0.29428,0.3108,0.26704,0.30897,0.64521,0.34741,3.4776e-05,3.4776e-05,3.4776e-05
90,9137.36,0.17214,0.37943,0.12343,0.41957,0.29428,0.31091,0.26305,0.30713,0.64372,0.34741,3.2103e-05,3.2103e-05,3.2103e-05
91,9263.54,0.12769,0.37531,0.09604,0.41836,0.2975,0.31327,0.26597,0.31221,0.62967,0.35132,2.943e-05,2.943e-05,2.943e-05
92,9363.73,0.0998,0.31097,0.08008,0.42328,0.29091,0.31118,0.26558,0.32297,0.60538,0.35181,2.6757e-05,2.6757e-05,2.6757e-05
93,9462.99,0.10917,0.34295,0.07611,0.41903,0.29146,0.31122,0.26615,0.32494,0.61089,0.35181,2.4084e-05,2.4084e-05,2.4084e-05
94,9563.55,0.09496,0.29498,0.06514,0.41824,0.29091,0.3107,0.26652,0.34539,0.58097,0.38452,2.1411e-05,2.1411e-05,2.1411e-05
95,9659.91,0.09635,0.29004,0.07218,0.41774,0.29091,0.31085,0.26578,0.32754,0.59726,0.35693,1.8738e-05,1.8738e-05,1.8738e-05
96,9756.96,0.10528,0.31213,0.0778,0.4251,0.29009,0.31109,0.26525,0.33015,0.5961,0.35229,1.6065e-05,1.6065e-05,1.6065e-05
97,9853.25,0.1064,0.30998,0.07471,0.42278,0.28754,0.31158,0.26535,0.34356,0.57869,0.38428,1.3392e-05,1.3392e-05,1.3392e-05
98,9950.61,0.10372,0.30006,0.06431,0.42434,0.28754,0.31159,0.26802,0.34297,0.57441,0.38696,1.0719e-05,1.0719e-05,1.0719e-05
99,10046.8,0.09217,0.28968,0.06322,0.4258,0.28801,0.31189,0.26823,0.34289,0.57338,0.38599,8.046e-06,8.046e-06,8.046e-06
100,10147.6,0.10054,0.33148,0.07173,0.42623,0.2891,0.3141,0.2721,0.34421,0.57727,0.38647,5.373e-06,5.373e-06,5.373e-06
